id,title,author,year,publisher
0446527173,Genius: A Mosaic of One Hundred Exemplary Creative Minds,Harold Bloom,2000,Warner Books
1410764273,By the White Book: A Far Angelus Novel,R. A. Bragg,2000,Authorhouse
0553206664,Mind Over Murder,William X. Kienzle,1980,Bantam Books
0060928832,From Dawn to Decadence : 500 Years of Western Cultural Life 1500 to the Present,Jacques Barzun,2000,Perennial
0804118728,15 Months In Sog: A Warrior's Tour,Thom Nicholson,1990,Ballantine Books
8586821071,Coitadinhos e malandrÃµes: Flagrantes do fim de feira do Brasil de FHC 1o e 2o,Ricardo Kotscho,1990,Casa Amarela
0449216403,A Trouble of Fools,Linda Barnes,1990,Fawcett Books
857302335X,O demÃ´nio e a Srta. Prym,Paulo Coelho,2000,Objetiva
039489748X,The Berenstain Bears and the Double Dare (First Time Books),Stan Berenstain,1980,Random House Children's Books
0671536192,Until the Bough Breaks,Christine McGuire,1990,Pocket Books
0671019414,Hooked,Stef Ann Holm,1990,Pocket
0553299514,Lullaby Town,Robert Crais,1990,Bantam
1557507651,The Shipping Revolution: The Modern Merchant Ship,Robert Gardiner,1990,Naval Inst Pr
0435272586,Of Mice and Men (Upper Level),John Milne,1990,Delta Systems Co
0803928319,Images of Organization,Gareth Morgan,1980,Sage Pubns
0345330315,Naked Sun,Isaac Asimov,1980,Del Rey Books
0582030463,"Rip Van Winkle and Other Stories (Longman Classics, Stage 2)",Washington Irving,1990,Addison Wesley Publishing Company
044921625X,Feather on the Moon,Phyllis A. Whitney,1990,Ivy Books
8445073559,Solaris,Stanislav LEM,2000,Minotauro
0671828657,MAINE MASSACRE,Janwillen Van De Wetering,1980,Pocket
0060806729,One Man Show,Michael Innes,1990,Perennial
0345302141,James Joyce Murder (Kate Fansler Novels (Paperback)),Amanda Cross,1980,Ballantine Books
0515087181,Spinsters in Jeopardy,Ngaio Marsh,1990,Berkley Pub Group
848403447X,El Caminante y Su Sombra,Friedrich Wilhelm Nietzsche,1990,Edimat Libros
0747539944,Victor: An Unfinished Song,Joan Jara,1990,Bloomsbury Publishing Plc
0521563305,"The Large, the Small and the Human Mind",Roger Penrose,1990,Cambridge University Press
0380797410,Twice Seven: Stories,Ben Bova,1990,Harpercollins
0385476760,The Web of Life: A New Understanding of Living Systems,Fritjof Capra,1990,Anchor Books/Doubleday
0821742833,Promises,Katherine Stone,1990,Zebra Books
8571640696,Feliz Ano Novo,Rubem Fonseca,0,Companhia Das Letras
067173895X,The LATE LADY : THE LATE LADY (Superintendent Bone Mystery),Susannah Stacey,1990,Pocket
0140009345,"Right Ho, Jeeves",P. G. Wodehouse,1970,Penguin Books
0440162467,The mysterious Mr. Quin,Agatha Christie,1980,Dell Pub Co
0516041304,New Jersey (Enchantment Amer),John Allan Carpenter,1970,Children's Press (CT)
0671724126,ANASTASIA SYNDROME (EXPORT),Mary Higgins Clark,1990,Pocket
0449143589,The Voyagers,Vivian Lord,1980,Fawcett Books
0380699370,Murder and the First Lady (An Eleanor Roosevelt Mystery),Elliott Roosevelt,1990,Harper Mass Market Paperbacks (Mm)
0786882476,Think Yourself Thin : The Visualization Technique That Will Make You Lose Weight,Debbie Johnson,1990,Hyperion
073641150X,Pooh's Leaf Pile (A Winnie the Pooh First Reader),Isabel Gaines,1990,Disney Press
0440215196,Old Silent,Martha Grimes,1990,Dell Publishing Company
0671636715,DECEPTIONS,Judith Michael,1980,Pocket
0679773274,Dance for the Dead,Thomas Perry,1990,Random House Inc
0451186338,A Hidden Cause of Murder,C.J. Roe,1990,Signet Book
1575660369,Local Knowledge,Conor Daly,1990,Kensington Publishing Corporation
0749306629,Charity Ends at Home (The Flaxborough Novels),Colin Watson,1990,Mandarin
0553251902,Night She Died -Op/67,Dorothy Simpson,1980,Bantam Books
0380698625,This Little Measure,Sara Woods,1980,Harper Mass Market Paperbacks (Mm)
0553286765,Internal Affairs,Jerry Oster,1990,Bantam Books
0449146669,A Stunning Way to Die (Lady Margaret Priam Series),Joyce Christmas,1990,Fawcett Books
0671747568,SLEEPING BEAUTY (EXPORT),Michael,1990,Pocket
0515122866,Shadow Image,Martin J. Smith,1990,Jove Books
0671443348,Murder Within Murder,Richard Lockridge,1980,Pocket
0671443372,DEATH TAKES BOW,Frances Lockridge,1980,Pocket
0345302613,The Land Endures,Mary Emily Pearce,1980,Ballantine Books
0380781824,Flowers for Mrs. Luskin (True Crime (Avon Books).),Arthur Jay Harris,1990,Harper Mass Market Paperbacks (Mm)
014002154X,An Unofficial Rose,Iris Murdoch,1980,Penguin Books
033030819X,The Roswell Legacy,Frances Patten,1980,Pan Macmillan
0446358851,Blue Hammer,Ross MacDonald,1990,Warner Books (Mm)
0821733702,The Dead of Autumn,H.P. Dunne,1990,Zebra Books
0671648780,TEXASVILLE       X,Larry McMurtry,1980,Pocket
0671551728,DUPLICATE KEYS,Jane Smiley,1980,Pocket
0345321987,Fault Tree,Mickey Friedman,1980,Ballantine Books
0380756900,The Gardiner Women,Davidyne Mayleas,1990,Harper Mass Market Paperbacks (Mm)
0726937339,The Australian slanguage: A look at what we say and how we say it,Bill Hornadge,1980,Cassell Australia
0194312070,Oxford English Picture Dictionary,E. C. Parnwell,1980,Oxford University Press
0273631667,Frontiers of Fortune: Predicting Capital Prospects and Casualties in the Markets of the Future,Jonathan Story,1990,Financial Times Prentice Hall
0132722208,Managing Across Cultures,Susan C. Schneider,1990,Pearson Education
0875848702,From Global to Metanational: How Companies Win in the Knowledge Economy,Yves L. Doz,2000,Harvard Business School Press
0821738437,Capture My Heart,Bobbi Smith,1990,Zebra Books
0749312475,The Queen of Hearts,Barbara Cartland,1990,Mandarin
0006132138,Rest and Be Thankful,Helen MacInnes,1970,Fontana
0393962881,The Norton Anthology of English Literature (Norton Anthology of English Literature (Paperback)),M. H. Abrams,1990,W W Norton &amp Co
039396289X,Norton Anthology of English Literature (Norton Anthology of English Literature (Hardcover)),M. H. Abrams,1990,W W Norton &amp Co
1578590175,The Handy Space Answer Book (Handy Answer Books),Phillis Engelbert,1990,Visible Ink Press
0140437886,Man and Superman: A Comedy and a Philosophy (Penguin Classics),Bernard Shaw,2000,Penguin Books
8571648395,O homem que matou GetÃºlio Vargas: Biografia de um anarquista,JÃ´ Soares,1990,Companhia das Letras
1569715025,Lone Wolf and Cub 1: The Assasin's Road,Kazuo Koike,2000,Dark Horse Comics
1853262986,Two Gentlemen of Verona (Wordsworth Collection),William Shakespeare,1990,NTC/Contemporary Publishing Company
0582797462,In Touch Student Book 2,"Oscar &amp; Kimbrough, Victoria Castro",1980,Longman Group United Kingdom
0582797489,In Touch Workbook 2,"Oscar &amp; Kimbrough, Victoria Castro",1980,Longman Group United Kingdom
058279742X,"In Touch, Student Book 1",Oscar Castro,1990,Longman Publishing Group
0435277650,Poor Little Rich Girl (New Wave),Elaine O'Reilly,1980,Macmillan Education
0194337863,Start with English Readers,Rosemary Border,1980,Oxford University Press
0582451930,"The Mummy (Penguin Readers, Level 2)",David Levithan,2000,Pearson ESL
8501045535,Farewell,Carlos Drummond de Andrade,1990,Editora Record
1567231608,The City &amp; the Stars,Arthur C. Clarke,1990,Yestermorrow Inc
0582537312,Round the World in Eighty Days,Jules Verne,1980,Longman Group United Kingdom
0451625773,Ten Great Works of Philosophy,Robert Paul Wolff,1980,Signet Book
8573022159,"Xadrez, truco e outras guerras (Plenos pecados)",JosÃ© Roberto Torero,1990,Objetiva
1840181745,Hoolifan: Thirty Years of Hurt (Mainstream Sport),Martin King,1990,Mainstream Publishing
2040160590,Les Essais - Extraits,Michel E. Montaigne,0,Schoenhofs Foreign Books
0393323803,Nietzsche: A Philosophical Biography,Rudiger Safranski,2000,W W Norton &amp Company
8508029748,A prÃ³xima novela: Um romance de imagens,Carlos Eduardo Novaes,1980,Editora Atica
8508043228,O Ãºltimo mamÃ­fero do Martinelli (SÃ©rie Rosa dos ventos),Marcos Rey,1990,Editora Atica
8501912700,No fim dÃ¡ certo,Fernando Tavares Sabino,1990,Editora Record
0582274982,Tales of Mystery and Imagination (Longman Fiction),Addison Wesley Longman,1990,Addison Wesley Publishing Company
046087439X,Robinson Crusoe: The Life and Strange Surprising Adventure (Everyman's Library (Paper)),Daniel Defoe,1990,Tuttle Publishing
2070530663,Sous le pavillon noir: Pirates et flibustiers (Aventures),Philippe Jacquin,1980,Gallimard
0886461839,Silent Spring,Rachael Carson,1980,Dh Audio
8526003364,Os Melhores Contos,Lygia F Telles,0,Luso Brazilian Books
8571648972,EstaÃ§Ã£o Carandiru,Drauzio Varella,1990,Companhia das Letras
0761513418,"Richard Branson, Virgin King: Inside Richard Branson's Business Empire",Tim Jackson,1990,Prima Lifestyles
8572130063,Historias da Tradicao Sufi,Edicoes Dervish,0,Alif Pub Corp
0723247994,Hello! Peter Rabbit (Peter Rabbit Seedlings),Alex Vining,2000,Frederick Warne and Company Inc
8501048771,De Gutenberg Ã  internet: Direitos autorais na era digital,Henrique Gandelman,1990,Editora Record
8571648379,"As barbas do imperador: D. Pedro II, um monarca nos trÃ³picos",Lilia Moritz Schwarcz,1990,Companhia das Letras
0735712026,The Elements of User Experience: User-Centered Design for the Web,Jesse James Garrett,2000,New Riders
0735712506,Information Architecture: Blueprints for the Web,Christina Wodtke,2000,New Riders
1565922824,Information Architecture for the World Wide Web,Louis Rosenfeld,1990,O'Reilly
8571649375,A Mulher Que Escreveu a Biblia,Moacyr Scliar,1990,Companhia Das Letras
1573531111,Goetic Evocation: The Magician's Workbook (Magician's Workbook),Steve Savedow,1990,Eschaton Productions Inc
8529300165,New business: A chave do negÃ³cio em propaganda,Jens Olesen,1990,Cultura Editores Associados
8503004097,As fantÃ¡sticas aventuras do Maitairoa: OdissÃ©ia brasileira no AtlÃ¢ntico Sul (Ventos &amp; aventuras),Roberto Mesquita Barros,1990,J Olympio Editora
8503004798,Tempo de contar,Joel Silveira,1990,J Olympio Editora
0789724596,Java Server Pages from Scratch (From Scratch),Maneesh Sahu,2000,Que
8520909833,A folha dobrada: LembranÃ§as de um estudante,Goffredo da Silva Telles JÃºnior,1990,Editora Nova Fronteira
